Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,,,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,STT,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Distance
0,132,1,0,0,0,99.5,110,28,6.46,9.7,,,,0,0.438016529,1,1,0.55,0.222222222,0.625427594,0.557575758,0.70606372,0.496426608,0.55,,,,,,,,,,,,,,
0,103,1,0,0,0,160.2,104,40,6.95,9.7,,,,0,0.227272727,1,0,0,0.111111111,0.391106043,0.672727273,0.246659815,0.456294667,0.715,,,,,,,,,,,,,,
0,100,1,0,0,1,218.8,125,50,7.42,9.7,,,,0,0.652892562,1,0,0,0.111111111,0.25,0.624242424,0.256937307,0.764705882,0.525,,,,,,,,,,,,,,
0,139,1,0,0,2,203.2,81,48,7.63,9.7,,,,0,0.417355372,1,0,0.061111111,0.111111111,0.772805017,0.484848485,0.516957862,0.472787246,0.515,,,,,,,,,,,,,,
0,117,1,1,2.62,1,207.6,65,75.2,7.64,9.7,,,,0,0.438016529,1,0,0,0.111111111,0.294754846,0.56969697,0.205549846,0.520615723,0.72,,,,,,,,,,,,,,
0,111,1,0,0.33,0,181.8,117,48.3,7.91,9.7,,,,0,0.433884298,1,0,0.044444444,0.222222222,0.148802737,0.642424242,0.168550874,0.605277625,0.57,,,,,,,,,,,,,,
0,46,1,0,0.3,1,122.2,67,38,8.36,9.7,,,,1,0.925619835,1,0,0.055555556,0,0.471493729,0.642424242,0.421377184,0.752611325,0.435,,,,,,,,,,,,,,
0,28,1,0,0,3,236.8,102,55,8.36,9.7,,,,0,0.305785124,1,0,0,0.222222222,0.420467503,0.666666667,0.287769784,0.527212754,0.82,,,,,,,,,,,,,,
0,55,1,1,2.62,1,222.5,104,79.2,8.58,9.7,,,,0,0.351239669,1,0,0,0,0.620866591,0.563636364,0.431654676,0.590434305,0.565,,,,,,,,,,,,,,
0,102,1,0,0,2,186.8,92,47,8.69,9.7,,,,0,0.694214876,1,0,0,0.111111111,0.671892816,0.478787879,0.390544707,0.376580539,0.665,,,,,,,,,,,,,,
0,182,1,0,0.35,1,176.1,90,48.5,8.75,9.7,,,,0,0.5,1,1,0.42962963,0.222222222,0.58295325,0.557575758,0.577595067,0.383727323,0.43,,,,,,,,,,,,,,
0,105,1,1,2.62,2,88.1,125,56.2,8.8,9.7,,,,0,0.433884298,1,0,0,0,0.508551881,0.866666667,0.390544707,0.678944475,0.48,,,,,,,,,,,,,,
0,127,1,0,0.26,3,96,117,34.6,8.85,9.7,,,,0,0.210743802,1,1,0.675925926,0.222222222,0.370866591,0.412121212,0.683453237,0.679494228,0.675,,,,,,,,,,,,,,
1,116,1,0,0,6,159.4,79,43,8.98,9.7,,,,0,0.32231405,1,1,0.740740741,0.222222222,0.295610034,0.606060606,0.657759507,0.649807587,0.74,,,,,,,,,,,,,,
0,94,1,0,0,1,245,112,57,9.02,9.7,,,,0,0.553719008,1,0,0.031481481,0.222222222,0.68386545,0.551515152,0.449126413,0.487080814,0.295,,,,,,,,,,,,,,
0,78,1,0,0,0,149.7,119,41,9.11,9.7,,,,0,0.285123967,1,0,0,0,0.423033067,0.666666667,0.349434738,0.734469489,0.445,,,,,,,,,,,,,,
0,85,1,0,0,2,96.7,97,33,9.69,9.7,,,,0,0.326446281,1,0,0,0.222222222,0.423603193,0.642424242,0.308324769,0.579439252,0.5,,,,,,,,,,,,,,
0,13,1,0,0,4,193.2,89,50,9.72,9.7,,,,0,0.148760331,1,0,0,0,0.544754846,0.418181818,0.308324769,0.355140187,0.645,,,,,,,,,,,,,,
0,110,1,1,2.62,1,236.3,102,83.2,9.8,9.7,,,,0,0.661157025,1,1,0.364814815,0.111111111,0.62286203,0.460606061,0.541623844,0.310060473,0.365,,,,,,,,,,,,,,
0,149,1,0,0,2,175.4,80,47,9.87,9.7,,,,0,0.561983471,1,0,0.066666667,0.111111111,0.277936146,0.575757576,0.242548818,0.538207806,0,,,,,,,,,,,,,,
0,118,1,0,0,2,253.2,122,61,10.05,9.7,,,,0,0.504132231,1,0,0,0,0.366875713,0.763636364,0.184994861,0.323254535,0.54,,,,,,,,,,,,,,
1,74,1,0,0.32,2,298.1,112,71.2,10.07,9.7,,,,0,0.326446281,1,1,0.475925926,0.222222222,0.674458381,0.418181818,0.716341213,0.54315558,0.475,,,,,,,,,,,,,,
0,92,1,1,2.62,0,134,112,67.2,10.3,9.7,,,,0,0.384297521,1,0,0,0,0.244868871,0.684848485,0.205549846,0.623419461,0.78,,,,,,,,,,,,,,
0,183,1,0,0,2,116.7,92,39,10.69,9.7,,,,0,0.429752066,1,1,0.57037037,0.111111111,0.402508552,0.581818182,0.57348407,0.461242441,0.57,,,,,,,,,,,,,,
1,87,1,0,0,5,151,83,45,10.99,9.7,,,,0,0.297520661,1,1,0.575925926,0,0.554161916,0.63030303,0.67934224,0.483782298,0.575,,,,,,,,,,,,,,
0,74,1,0,0,3,230.9,93,59,11.15,9.7,,,,0,0.458677686,1,0,0,0.222222222,0.477765108,0.606060606,0.287769784,0.424958769,0.865,,,,,,,,,,,,,,
0,77,1,1,2.62,2,211.1,89,81.2,11.18,9.7,,,,0,0.73553719,1,0,0.059259259,0.111111111,0.668472064,0.812121212,0.443987667,0.451346894,0.305,,,,,,,,,,,,,,
0,81,1,1,2.62,0,210.4,100,81.2,11.28,9.7,,,,0,0.231404959,1,0,0.057407407,0.111111111,0.439566705,0.472727273,0.329907503,0.54095657,0.505,,,,,,,,,,,,,,
0,101,1,0,0.37,4,253.2,89,67.7,11.9,9.7,,,,0,0.520661157,1,1,0.57962963,0.111111111,0.408209806,0.6,0.578622816,0.46728972,0.58,,,,,,,,,,,,,,
0,69,1,0,0.29,2,194.2,122,56.9,12.11,9.7,,,,0,0.5,0,1,0.635185185,0.111111111,0.616875713,0.484848485,0.815005139,0.686641012,0.635,,,,,,,,,,,,,,
0,103,1,0,0,3,173.5,83,51,12.22,9.7,,,,0,0.132231405,1,1,0.425925926,0.111111111,0.461516534,0.515151515,0.513874615,0.415612974,0.425,,,,,,,,,,,,,,
0,45,1,0,0,1,96.1,103,38,12.34,9.7,,,,0,0.384297521,1,0,0,0.333333333,0.338369441,0.545454545,0.246659815,0.564046179,0.52,,,,,,,,,,,,,,
0,112,1,1,2.62,0,183.2,95,79.2,12.64,9.7,,,,0,0.409090909,1,0,0,0.111111111,0.51054732,0.745454545,0.349434738,0.540406817,0.51,,,,,,,,,,,,,,
0,120,1,1,2.62,2,212.7,73,85.2,12.88,9.7,,,,0,0.433884298,1,0,0,0.222222222,0.421607754,0.587878788,0.298047276,0.575590984,0.44,,,,,,,,,,,,,,
0,54,1,0,0.16,2,159.8,99,51.6,13.2,9.7,,,,0,0.607438017,1,1,0.825925926,0.222222222,0.596351197,0.666666667,0.78725591,0.320505772,0.825,,,,,,,,,,,,,,
0,138,1,1,2.62,3,155.2,139,76.2,13.42,9.7,,,,0,0.491735537,1,1,0.52962963,0,0.69640821,0.848484848,0.859198356,0.886201209,0.53,,,,,,,,,,,,,,
0,121,1,1,2.62,5,263.1,70,95.2,13.97,9.7,,,,0,0.371900826,1,1,0.27962963,0.111111111,0.499714937,0.581818182,0.556012333,0.721275426,0.28,,,,,,,,,,,,,,
0,95,1,0,0.13,0,174,57,55.3,14.06,9.7,,,,0,0.351239669,1,0,0,0.111111111,0.429019384,0.557575758,0.22610483,0.330951072,0.45,,,,,,,,,,,,,,
0,11,1,0,0,2,143.4,130,49,14.47,9.7,,,,0,0.318181818,1,1,0.659259259,0,0.562713797,0.442424242,0.828365879,0.813084112,0.66,,,,,,,,,,,,,,
0,86,1,0,0,1,171.8,106,55,15.09,9.7,,,,0,0.384297521,1,0,0,0.111111111,0.466077537,0.824242424,0.277492292,0.395272128,0.63,,,,,,,,,,,,,,
0,64,1,0,0,1,219.6,126,64,15.17,9.7,,,,1,0.347107438,1,0,0,0.222222222,0.675313569,0.563636364,0.452209661,0.543705333,0.57,,,,,,,,,,,,,,
0,104,1,0,0.3,1,278.4,106,58,4.05,9.8,,,,0,0.363636364,1,0,0,0.111111111,0.234606613,0.466666667,0.154162384,0.459593183,0.36,,,,,,,,,,,,,,
0,107,1,0,0,1,260.5,108,53,5.12,9.8,,,,0,0.524793388,1,0,0,0.111111111,0.615735462,0.672727273,0.369989723,0.422759758,0.635,,,,,,,,,,,,,,
0,166,1,0,0.23,0,152.1,95,39.3,6.05,9.8,,,,0,0.47107438,0,0,0,0.111111111,0.513112885,0.721212121,0.349434738,0.546454096,0.62,,,,,,,,,,,,,,
0,96,1,1,2.65,1,172.7,86,67.5,6.67,9.8,,,,0,0.309917355,1,0,0,0.111111111,0.40963512,0.333333333,0.2672148,0.476085761,0.29,,,,,,,,,,,,,,
0,111,1,0,0.25,0,152.2,114,40.5,6.86,9.8,,,,0,0.305785124,1,1,0.564814815,0.111111111,0.564994299,0.648484848,0.765673176,0.770753161,0.565,,,,,,,,,,,,,,
0,72,1,0,0.28,2,179.9,113,46.8,7.49,9.8,,,,0,0.367768595,1,1,0.555555556,0.222222222,0.529076397,0.642424242,0.688591984,0.60417812,0.555,,,,,,,,,,,,,,
0,61,1,0,0,2,45,108,21,7.57,9.8,,,,0,0.119834711,1,0,0,0.333333333,0.392246294,0.654545455,0.246659815,0.445299615,0.29,,,,,,,,,,,,,,
0,119,1,0,0,2,109.2,96,32,7.66,9.8,,,,1,0.429752066,0,0,0,0.111111111,0.780786773,0.721212121,0.585817061,0.765805388,0.545,,,,,,,,,,,,,,
0,93,1,1,2.65,1,117.9,131,61.5,8.23,9.8,,,,0,0.417355372,1,1,0.314814815,0.333333333,0.35718358,0.557575758,0.380267215,0.388125344,0.315,,,,,,,,,,,,,,
0,118,1,1,2.65,3,294.9,106,91.5,8.29,9.8,,,,0,0.338842975,1,0,0,0.333333333,0.509692132,0.618181818,0.318602261,0.461792194,0.43,,,,,,,,,,,,,,
0,86,1,0,0,2,126.3,115,36,8.44,9.8,,,,0,0.256198347,1,1,0.409259259,0,0.612599772,0.521212121,0.638232271,0.544804838,0.41,,,,,,,,,,,,,,
0,108,1,0,0,1,138.6,122,39,8.62,9.8,,,,0,0.636363636,1,0,0,0.222222222,0.464652223,0.563636364,0.328879753,0.560747664,0.755,,,,,,,,,,,,,,
0,117,1,0,0,0,239.9,84,56,8.74,9.8,,,,0,0.334710744,1,1,0.440740741,0.222222222,0.466932725,0.466666667,0.511819116,0.371083013,0.44,,,,,,,,,,,,,,
0,121,1,0,0,3,190.7,103,49,9.18,9.8,,,,0,0.355371901,1,0,0,0.111111111,0.540193843,0.684848485,0.369989723,0.563496427,0.67,,,,,,,,,,,,,,
0,139,1,0,0,3,196,135,50,9.3,9.8,,,,0,0.47107438,1,1,0.225925926,0,0.442417332,0.666666667,0.464542652,0.634964266,0.225,,,,,,,,,,,,,,
0,65,1,0,0,2,158.8,53,44,9.43,9.8,,,,1,0.404958678,0,0,0,0,0.690706956,0.618181818,0.596094553,0.964815833,0.565,,,,,,,,,,,,,,
0,65,1,1,2.65,0,224.2,106,81.5,9.48,9.8,,,,0,0.495867769,0,1,0.435185185,0.333333333,0.724344356,0.76969697,0.704008222,0.495327103,0.435,,,,,,,,,,,,,,
0,84,1,0,0,1,216.1,114,54,9.88,9.8,,,,0,0.219008264,1,1,0.564814815,0.222222222,0.319270239,0.545454545,0.549845838,0.571742716,0.565,,,,,,,,,,,,,,
0,84,1,0,0.26,2,190.2,102,52.6,9.89,9.8,,,,0,0.429752066,1,0,0.044444444,0.333333333,0.329247434,0.442424242,0.322713258,0.735019241,0.665,,,,,,,,,,,,,,
0,74,1,0,0,1,165.3,120,45,9.93,9.8,,,,0,0.297520661,1,0,0.062962963,0.111111111,0.390820981,0.618181818,0.322713258,0.579439252,0.555,,,,,,,,,,,,,,
0,110,1,0,0.31,3,74.5,117,33.1,10.04,9.8,,,,0,0.388429752,1,0,0,0,0.565564424,0.684848485,0.411099692,0.648708081,0.505,,,,,,,,,,,,,,
0,39,1,0,0,2,154.1,104,44,10.21,9.8,,,,0,0.082644628,1,1,0.644444444,0.333333333,0.378278221,0.56969697,0.624871531,0.562396921,0.645,,,,,,,,,,,,,,
0,170,1,0,0,2,184.1,106,49,10.25,9.8,,,,0,0.669421488,1,1,0.690740741,0.222222222,0.625997719,0.6,0.815005139,0.578339747,0.69,,,,,,,,,,,,,,
1,77,1,0,0,2,251.8,72,61,10.29,9.8,,,,0,0.231404959,1,0,0,0,0.483466363,0.581818182,0.35971223,0.645409566,0.56,,,,,,,,,,,,,,
0,136,1,0,0.16,0,204.5,63,54.6,10.44,9.8,,,,0,0.425619835,0,0,0,0.444444444,0.457240593,0.442424242,0.400822199,0.808136339,0.63,,,,,,,,,,,,,,
0,12,1,0,0,2,204.6,98,53,10.63,9.8,,,,0,0.338842975,1,1,0.559259259,0,0.270809578,0.539393939,0.485097636,0.461792194,0.56,,,,,,,,,,,,,,
0,95,1,1,2.65,0,165.7,78,73.5,10.78,9.8,,,,0,0.578512397,1,0,0.044444444,0.222222222,0.456385405,0.527272727,0.394655704,0.705882353,0.35,,,,,,,,,,,,,,
0,127,1,1,2.65,1,182,80,76.5,10.81,9.8,,,,0,0.388429752,1,0,0,0.333333333,0.554732041,0.690909091,0.400822199,0.63991204,0.19,,,,,,,,,,,,,,
0,123,1,0,0.15,3,211,92,56.5,10.85,9.8,,,,1,0.756198347,1,0,0,0.111111111,0.673888255,0.442424242,0.524152107,0.789994502,0.69,,,,,,,,,,,,,,
0,96,1,0,0,3,150,122,45,10.93,9.8,,,,0,0.301652893,1,0,0,0.222222222,0.447833523,0.575757576,0.318602261,0.586036284,0.38,,,,,,,,,,,,,,
0,72,1,0,0,0,253,73,62,10.97,9.8,,,,0,0.272727273,1,0,0,0,0.512542759,0.757575758,0.328879753,0.476085761,0.545,,,,,,,,,,,,,,
0,136,1,0,0,0,102.1,75,37,10.98,9.8,,,,0,0.425619835,0,0,0,0,0.422462942,0.654545455,0.256937307,0.444749863,0.55,,,,,,,,,,,,,,
0,108,1,1,2.65,2,276.6,99,92.5,11.01,9.8,,,,0,0.289256198,1,1,0.594444444,0.111111111,0.522234892,0.624242424,0.689619733,0.575590984,0.595,,,,,,,,,,,,,,
0,74,1,0,0,0,136.7,106,43,11.43,9.8,,,,1,0.611570248,1,0,0,0.444444444,0.339794755,0.533333333,0.215827338,0.462891699,0.61,,,,,,,,,,,,,,
0,83,1,0,0,3,221.4,103,58,11.59,9.8,,,,0,0.632231405,1,1,0.47962963,0,0.638540479,0.618181818,0.687564234,0.527762507,0.48,,,,,,,,,,,,,,
1,110,1,0,0,2,271.1,108,67,11.85,9.8,,,,0,0.566115702,1,1,0.394444444,0,0.055587229,0.903030303,0.23946557,0.387575591,0.395,,,,,,,,,,,,,,
0,123,1,0,0.2,1,209.4,49,58,11.87,9.8,,,,0,0.479338843,1,0,0,0.111111111,0.526795895,0.503030303,0.400822199,0.683342496,0.48,,,,,,,,,,,,,,
0,88,1,1,2.65,2,190.6,104,79.5,11.87,9.8,,,,0,0.533057851,1,0,0,0.111111111,0.502565564,0.848484848,0.349434738,0.552501374,0.565,,,,,,,,,,,,,,
0,33,1,0,0,2,213.9,88,57,11.99,9.8,,,,0,0.297520661,1,0,0,0.222222222,0.688996579,0.696969697,0.431654676,0.463441451,0.555,,,,,,,,,,,,,,
0,86,1,1,2.65,0,225.5,107,86.5,12.32,9.8,,,,0,0.409090909,1,1,0.490740741,0,0.640535918,0.733333333,0.78622816,0.808136339,0.49,,,,,,,,,,,,,,
0,136,1,0,0,7,163.4,83,49,12.47,9.8,,,,0,0.611570248,1,0,0.068518519,0.111111111,0.590935006,0.696969697,0.438848921,0.54535459,0.43,,,,,,,,,,,,,,
0,109,1,0,0,1,175.4,125,52,12.54,9.8,,,,0,0.115702479,1,0,0,0.222222222,0.561003421,0.490909091,0.349434738,0.461792194,0.635,,,,,,,,,,,,,,
1,53,1,0,0.31,0,261.2,119,69.1,12.54,9.8,,,,0,0.537190083,1,0,0,0.111111111,0.31613455,0.448484848,0.154162384,0.317757009,0.79,,,,,,,,,,,,,,
0,70,1,1,2.65,1,249.5,101,91.5,12.99,9.8,,,,0,0.628099174,1,0,0,0.222222222,0.349201824,0.878787879,0.318602261,0.75151182,0.4,,,,,,,,,,,,,,
0,148,1,0,0,2,153.6,148,49,13.11,9.8,,,,0,0.342975207,1,0,0.025925926,0.222222222,0.646807298,0.872727273,0.446043165,0.554150632,0.66,,,,,,,,,,,,,,
0,86,1,1,2.65,2,99.9,84,66.5,13.18,9.8,,,,0,0.545454545,1,0,0,0.222222222,0.533067275,0.393939394,0.308324769,0.388675096,0.5,,,,,,,,,,,,,,
0,138,1,0,0.28,2,87.6,112,40.8,13.35,9.8,,,,0,0.458677686,1,0,0,0,0.486031927,0.684848485,0.328879753,0.531061023,0.56,,,,,,,,,,,,,,
0,85,1,0,0,1,126.1,112,45,13.74,9.8,,,,0,0.355371901,1,0,0,0,0.583808438,0.612121212,0.35971223,0.442550852,0.475,,,,,,,,,,,,,,
0,73,1,0,0,0,94.1,136,40,14.02,9.8,,,,0,0.29338843,1,0,0,0.222222222,0.472919042,0.690909091,0.35971223,0.648708081,0.6,,,,,,,,,,,,,,
0,151,1,0,0,0,178.7,116,56,14.61,9.8,,,,1,0.268595041,1,0,0,0.444444444,0.438996579,0.806060606,0.308324769,0.547003848,0.475,,,,,,,,,,,,,,
1,104,1,0,0,0,234.2,128,65,14.66,9.8,,,,0,0.26446281,1,1,0.444444444,0.111111111,0.450684151,0.63030303,0.668036999,0.885651457,0.445,,,,,,,,,,,,,,
0,100,1,1,2.65,0,224.7,121,90.5,14.7,9.8,,,,0,0.301652893,1,0,0.083333333,0.222222222,0.641961231,0.563636364,0.488180884,0.59153381,0.455,,,,,,,,,,,,,,
0,112,1,0,0,1,168.6,102,54,14.9,9.8,,,,1,0.475206612,1,0,0,0.666666667,0.454389966,0.478787879,0.298047276,0.493677845,0.485,,,,,,,,,,,,,,
0,63,1,0,0,3,132.9,122,29,3.35,9.9,,,,0,0.276859504,1,0,0.037037037,0.222222222,0.492303307,0.575757576,0.308324769,0.382627817,0.585,,,,,,,,,,,,,,
0,58,1,0,0.19,0,234.8,89,50.9,5.34,9.9,,,,0,0.276859504,1,0,0.02037037,0.333333333,0.635119726,0.6,0.412127441,0.483232545,0.55,,,,,,,,,,,,,,
0,61,1,1,2.67,3,163.7,78,64.7,5.66,9.9,,,,0,0.219008264,0,0,0,0.111111111,0.61031927,0.466666667,0.441932169,0.661352391,0.505,,,,,,,,,,,,,,
0,94,1,1,2.67,3,92.7,107,53.7,6.39,9.9,,,,0,0.404958678,1,0,0,0.111111111,0.156214367,0.557575758,0.113052415,0.475536009,0.375,,,,,,,,,,,,,,
0,34,1,0,0,0,151,102,37,6.57,9.9,,,,0,0.438016529,1,0,0,0.333333333,0.381984036,0.63030303,0.246659815,0.47993403,0.365,,,,,,,,,,,,,,
0,117,1,0,0.26,2,214.4,94,51.6,6.9,9.9,,,,0,0.508264463,1,0,0,0.111111111,0.526795895,0.448484848,0.339157246,0.481583288,0.525,,,,,,,,,,,,,,
0,190,1,1,2.67,1,116.7,71,59.7,7.3,9.9,,,,0,0.388429752,1,1,0.564814815,0.333333333,0.807012543,0.678787879,0.91983556,0.786695987,0.565,,,,,,,,,,,,,,
0,74,1,0,0,3,148.5,111,38,7.33,9.9,,,,1,0.710743802,1,0,0,0,0.831812999,0.866666667,0.554984584,0.589334799,0.495,,,,,,,,,,,,,,
0,110,1,0,0.23,1,178.5,124,45.3,7.35,9.9,,,,0,0.450413223,1,0,0.055555556,0.111111111,0.634834664,0.56969697,0.369989723,0.290819131,0.675,,,,,,,,,,,,,,
0,148,1,1,2.67,1,158.7,91,67.7,8.03,9.9,,,,0,0.417355372,1,0,0,0,0.497434436,0.478787879,0.369989723,0.650907092,0.425,,,,,,,,,,,,,,
0,142,1,0,0,1,232.1,102,54,8.41,9.9,,,,0,0.533057851,1,0,0,0,0.194982896,0.521212121,0.154162384,0.531610775,0.52,,,,,,,,,,,,,,
0,85,1,0,0,4,183.4,111,46,8.44,9.9,,,,0,0.371900826,1,1,0.47962963,0.111111111,0.778221209,0.472727273,0.790339157,0.592633315,0.48,,,,,,,,,,,,,,
0,87,1,0,0,3,169.1,105,44,8.5,9.9,,,,1,0.260330579,0,0,0,0.111111111,0.642246294,0.812121212,0.349434738,0.297416163,0.865,,,,,,,,,,,,,,
0,52,1,0,0,4,209.8,114,51,8.57,9.9,,,,0,0.723140496,1,1,0.359259259,0.111111111,0.807297605,0.787878788,0.69270298,0.446948873,0.36,,,,,,,,,,,,,,
0,84,1,0,0,1,146.8,133,40,8.59,9.9,,,,1,0.380165289,0,0,0,0.111111111,0.374572406,0.472727273,0.287769784,0.60417812,0.555,,,,,,,,,,,,,,
0,169,1,0,0,2,179.2,111,46,8.76,9.9,,,,0,0.342975207,1,1,0.535185185,0.111111111,0.255701254,0.527272727,0.440904419,0.38097856,0.535,,,,,,,,,,,,,,
0,168,1,0,0.37,2,183.2,131,50.7,8.96,9.9,,,,0,0.566115702,1,0,0,0.333333333,0.362314709,0.618181818,0.298047276,0.681143485,0.25,,,,,,,,,,,,,,
0,96,1,1,2.67,1,145.8,108,68.7,9.61,9.9,,,,0,0.41322314,1,1,0.535185185,0.111111111,0.301881414,0.8,0.543679342,0.637163277,0.535,,,,,,,,,,,,,,
0,105,1,1,2.67,2,218.5,61,80.7,9.84,9.9,,,,0,0.55785124,1,0,0.055555556,0.222222222,0.405644242,0.478787879,0.277492292,0.434304563,0.3,,,,,,,,,,,,,,
0,68,1,1,2.67,0,239.5,82,85.7,10.19,9.9,,,,0,0.454545455,1,0,0.046296296,0.222222222,0.545324971,0.484848485,0.344295992,0.38097856,0.32,,,,,,,,,,,,,,
0,102,1,0,0,2,156.5,67,44,10.22,9.9,,,,0,0.541322314,1,1,0.685185185,0,0.575541619,0.563636364,0.729701953,0.429906542,0.685,,,,,,,,,,,,,,
0,27,1,0,0,1,72.7,75,31,10.43,9.9,,,,0,0.524793388,1,0,0.066666667,0.333333333,0.704960091,0.551515152,0.489208633,0.502473887,0.735,,,,,,,,,,,,,,
0,74,1,1,2.67,4,249.4,70,87.7,10.48,9.9,,,,0,0.376033058,1,1,0.444444444,0.111111111,0.690421893,0.581818182,0.668036999,0.439252336,0.445,,,,,,,,,,,,,,
0,131,1,0,0,1,166.5,129,47,10.51,9.9,,,,1,0.809917355,0,0,0.022222222,0.555555556,0.362884835,0.484848485,0.289825283,0.611324904,0.685,,,,,,,,,,,,,,
0,109,1,0,0,1,184.1,143,50,10.59,9.9,,,,0,0.785123967,1,0,0,0.111111111,0.461801596,0.63030303,0.35971223,0.663001649,0.545,,,,,,,,,,,,,,
1,173,1,0,0,0,291.8,143,68,10.72,9.9,,,,0,0.404958678,1,1,0.52962963,0.222222222,0.51054732,0.563636364,0.674203494,0.655305113,0.53,,,,,,,,,,,,,,
0,192,1,1,2.67,2,156.2,77,71.7,10.78,9.9,,,,0,0.433884298,1,1,0.614814815,0.333333333,0.562713797,0.757575758,0.659815005,0.339197361,0.615,,,,,,,,,,,,,,
0,59,1,0,0,2,107.8,113,37,10.83,9.9,,,,0,0.359504132,1,0,0.053703704,0.222222222,0.422462942,0.496969697,0.420349435,0.848818032,0.32,,,,,,,,,,,,,,
0,36,1,0,0,1,175.1,144,49,10.85,9.9,,,,0,0.318181818,1,0,0,0,0.5504561,0.515151515,0.349434738,0.473336998,0.51,,,,,,,,,,,,,,
0,120,1,0,0,2,198.8,56,54,11.51,9.9,,,,0,0.400826446,1,0,0.02962963,0.111111111,0.48945268,0.6,0.335046249,0.480483782,0.39,,,,,,,,,,,,,,
0,93,1,0,0,4,164.5,95,48,11.55,9.9,,,,0,0.066115702,1,1,0.405555556,0.111111111,0.565849487,0.745454545,0.66700925,0.743815283,0.405,,,,,,,,,,,,,,
0,109,1,0,0.37,3,153.1,102,49.7,11.71,9.9,,,,0,0.227272727,1,1,0.635185185,0.111111111,0.346921323,0.527272727,0.588900308,0.505772402,0.635,,,,,,,,,,,,,,
0,106,1,1,2.67,1,81.6,120,60.7,11.78,9.9,,,,0,0.342975207,1,0,0.02962963,0.222222222,0.371151653,0.636363636,0.345323741,0.76415613,0.7,,,,,,,,,,,,,,
0,67,1,1,2.67,2,115.6,111,66.7,11.89,9.9,,,,0,0.388429752,1,0,0,0.222222222,0.57981756,0.581818182,0.35971223,0.463441451,0.685,,,,,,,,,,,,,,
0,91,1,0,0,3,189.3,100,53,11.97,9.9,,,,0,0.061983471,1,0,0,0.555555556,0.498004561,0.503030303,0.411099692,0.771852666,0.525,,,,,,,,,,,,,,
0,167,1,0,0,1,166.4,85,49,12.16,9.9,,,,1,0.309917355,0,0,0.062962963,0.111111111,0.68700114,0.727272727,0.517985612,0.637163277,0.495,,,,,,,,,,,,,,
0,113,1,0,0,1,207.2,113,57,12.8,9.9,,,,0,0.380165289,1,0,0.038888889,0,0.403933865,0.575757576,0.31963001,0.607476636,0.51,,,,,,,,,,,,,,
0,85,1,0,0,1,144.4,88,48,13.23,9.9,,,,0,0.338842975,1,0,0,0.222222222,0.384264538,0.581818182,0.246659815,0.459593183,0.385,,,,,,,,,,,,,,
1,44,1,0,0.33,2,228.1,121,66.3,13.83,9.9,,,,0,0.504132231,1,0,0,0.111111111,0.464937286,0.721212121,0.35971223,0.685541506,0.45,,,,,,,,,,,,,,
0,77,1,0,0,1,142.3,112,51,15.32,9.9,,,,0,0.260330579,1,0,0.057407407,0.111111111,0.414766249,0.703030303,0.350462487,0.627817482,0.445,,,,,,,,,,,,,,
0,76,1,0,0,0,169.5,77,40,6.2,10,,,,1,0.334710744,1,0,0,0,0.94013683,0.442424242,0.616649538,0.572842221,0.53,,,,,,,,,,,,,,
0,134,1,0,0,2,164.9,115,39,6.33,10,,,,0,0.438016529,1,0,0,0.222222222,0.554446978,0.587878788,0.35971223,0.512369434,0.635,,,,,,,,,,,,,,
0,51,1,0,0,2,180.5,88,43,6.74,10,,,,0,0.450413223,1,0,0,0.111111111,0.375997719,0.563636364,0.328879753,0.749862562,0.355,,,,,,,,,,,,,,
1,1,1,0,0,5,182.1,106,43,6.75,10,,,,0,0.392561983,1,1,0.425925926,0.111111111,0.427594071,0.551515152,0.503597122,0.438152831,0.425,,,,,,,,,,,,,,
0,123,1,0,0.24,0,204.4,88,49.4,6.88,10,,,,0,0.190082645,1,1,0.644444444,0.222222222,0.560433295,0.563636364,0.768756423,0.663551402,0.645,,,,,,,,,,,,,,
0,133,1,0,0,2,187,65,44,7.07,10,,,,0,0.47107438,1,0,0,0.222222222,0.284207526,0.648484848,0.164439877,0.399120396,0.705,,,,,,,,,,,,,,
0,174,1,0,0.22,2,139.4,96,38.2,7.17,10,,,,0,0.280991736,1,0,0.05,0.333333333,0.409350057,0.533333333,0.264131552,0.389774601,0.54,,,,,,,,,,,,,,
0,127,1,0,0,1,102.8,128,30,7.19,10,,,,0,0.669421488,1,1,0.614814815,0.222222222,0.661060433,0.339393939,0.793422405,0.582188015,0.615,,,,,,,,,,,,,,
0,119,1,0,0,3,98.8,97,30,7.35,10,,,,0,0.367768595,1,0,0,0.333333333,0.107753706,0.484848485,0.061664954,0.427157779,0.71,,,,,,,,,,,,,,
0,112,1,1,2.7,2,113.7,117,60,7.88,10,,,,0,0.400826446,1,0,0,0.333333333,0.207525656,0.648484848,0.154162384,0.512369434,0.525,,,,,,,,,,,,,,
